sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,SuperBuiltUpArea,builtUpArea,carpetArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score
sector 56,flat,sobha smriti apartments,0.5,8333.0,600.02,Carpet area: 600 (55.74 sq.m.),1.0,1.0,2,3.0,,Undefined,,,600.0,0,0,0,0,0,0,0
sector 68,flat,supertech new soft launch,0.84,7119.0,1179.94,Built Up area: 1180 (109.63 sq.m.),2.0,2.0,2,7.0,East,Undefined,,1180.0,,0,0,0,0,0,0,0
sector 33,house,unitech uniworld resorts,9.55,19293.0,4950.0,Plot area 550(459.87 sq.m.),6.0,7.0,3+,2.0,East,Relatively New,,4950.0,,0,1,1,1,1,2,126
sector 107,flat,signature global solera,0.6,8000.0,750.0,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3.0,2.0,2,8.0,,Undefined,,750.0,650.0,0,0,0,0,0,0,55
sector 82,flat,vatika the seven lamps,0.94,6533.0,1438.85,Super Built up area 1435(133.32 sq.m.),2.0,2.0,3+,9.0,North,Relatively New,1435.0,,,0,0,0,0,1,2,117
sector 107,flat,signature global solera,0.49,8222.0,595.96,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.),2.0,2.0,1,8.0,South-West,Relatively New,602.0,598.0,,1,0,0,0,0,1,49
sector 82,flat,vatika independent floors,0.67,5826.0,1150.02,Built Up area: 1150 (106.84 sq.m.),2.0,2.0,3,2.0,,Moderately Old,,1150.0,,0,0,0,0,0,0,53
sector 11,house,independent,0.95,7308.0,1299.9,Built Up area: 1300 (120.77 sq.m.),5.0,3.0,0,1.0,,Undefined,,1300.0,,0,0,0,0,0,0,0
sector 91,house,dlf new town heights,2.5,7058.0,3542.1,Plot area 3400(315.87 sq.m.),4.0,4.0,3+,3.0,East,Moderately Old,,30600.0,,0,1,1,1,1,2,80
sector 65,flat,m3m golfestate,6.15,18331.0,3354.97,Built Up area: 3355 (311.69 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,4.0,2,20.0,North-East,Undefined,,3355.0,2200.0,0,0,0,0,0,0,34
sector 63a,flat,signature global city 63a,1.55,14783.0,1048.5,Carpet area: 1050 (97.55 sq.m.),2.0,2.0,2,2.0,,Under Construction,,,1050.0,0,0,0,0,0,0,0
sector 68,flat,m3m sierra 68,1.1,8986.0,1224.13,Super Built up area 1224(113.71 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),2.0,2.0,3,1.0,North-East,Relatively New,1224.0,1150.0,830.0,0,0,0,0,0,2,127
sector 39,house,independent,0.34,7555.0,450.0,Built Up area: 450 (41.81 sq.m.),1.0,1.0,1.0,1.0,,Undefined,,450.0,,0,0,0,0,0,0,0
sector 85,flat,ss the leaf,2.2,6934.0,3172.77,Super Built up area 2812(261.24 sq.m.),4.0,5.0,3+,4.0,East,Relatively New,2812.0,,,0,0,0,0,0,0,106
sector 107,flat,signature global solera,0.35,6398.0,547.05,Carpet area: 547 (50.82 sq.m.),2.0,2.0,2,8.0,South,Relatively New,,,547.0,0,0,0,0,0,0,45
sector 110,house,independent,0.34,6800.0,500.0,Built Up area: 500 (46.45 sq.m.),1.0,1.0,0,1.0,,Undefined,,500.0,,0,0,0,0,0,0,0
sector 70a,flat,aipl the peaceful homes,2.52,10723.0,2350.09,Super Built up area 2350(218.32 sq.m.),3.0,4.0,3,8.0,West,Relatively New,2350.0,,,0,0,1,0,0,0,174
sector 82,flat,vatika the seven lamps,0.86,6022.0,1428.1,Super Built up area 1430(132.85 sq.m.),2.0,2.0,2,12.0,East,Relatively New,1430.0,,,0,0,0,0,1,2,135
sector 109,flat,raheja atharva,0.79,7931.0,996.09,Super Built up area 1457(135.36 sq.m.)Carpet area: 996 sq.ft. (92.53 sq.m.),3.0,2.0,2,3.0,,Relatively New,1457.0,,996.0,0,0,0,0,0,2,44
sector 67,flat,bestech park view spa next,2.7,11489.0,2350.07,Super Built up area 2350(218.32 sq.m.),4.0,4.0,3+,9.0,South-West,Moderately Old,2350.0,,,0,1,1,0,0,2,149
sector 109,flat,ats tourmaline,1.75,8139.0,2150.14,Super Built up area 2150(199.74 sq.m.),3.0,4.0,3+,2.0,North,Relatively New,2150.0,,,1,0,1,0,0,0,65
sector 77,flat,umang winter hills,1.4,6340.0,2208.2,Built Up area: 1735 (161.19 sq.m.),3.0,3.0,3,10.0,North-East,Undefined,,1735.0,,0,0,0,0,0,0,28
sector 67,flat,shree vardhman mantra,0.56,7000.0,800.0,Carpet area: 800 (74.32 sq.m.),2.0,2.0,1,8.0,,New Property,,,800.0,0,0,0,0,0,0,65
sector 99a,flat,pareena coban residences,1.23,6159.0,1997.08,Super Built up area 1997(185.53 sq.m.),3.0,5.0,3,5.0,North-East,Relatively New,1997.0,,,0,0,1,0,0,0,99
sector 108,flat,sobha city,2.5,14611.0,1711.04,Super Built up area 1711(158.96 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1111.44 sq.ft. (103.26 sq.m.),3.0,3.0,2,19.0,East,New Property,1711.0,1480.0,1111.0,0,0,0,0,0,0,166
sector 37d,flat,ramprastha the atrium,1.0,7782.0,1285.02,Super Built up area 1285(119.38 sq.m.),3.0,3.0,2,4.0,,Relatively New,1285.0,,,0,0,0,0,0,0,13
sector 84,flat,antriksh heights,0.84,4869.0,1725.2,Super Built up area 1725(160.26 sq.m.),3.0,3.0,3+,8.0,,New Property,1725.0,,,0,1,0,0,0,0,60
sector 85,flat,ss the leaf,2.2,5641.0,3900.02,Super Built up area 3950(366.97 sq.m.)Built Up area: 3920 sq.ft. (364.18 sq.m.)Carpet area: 3900 sq.ft. (362.32 sq.m.),4.0,6.0,3,10.0,North-West,Relatively New,3950.0,3920.0,3900.0,0,0,1,0,0,0,174
sector 99a,flat,prime habitat,0.26,4745.0,547.95,Carpet area: 550 (51.1 sq.m.),2.0,2.0,1,6.0,North-East,Relatively New,,,550.0,1,0,0,0,0,0,79
sector 66,flat,emaar mgf the palm drive,3.2,17777.0,1800.08,Super Built up area 2200(204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3,12.0,South-West,Relatively New,2200.0,,1800.0,0,1,1,1,1,0,117
sector 90,flat,shree vardhman flora,0.9,4615.0,1950.16,Super Built up area 1950(181.16 sq.m.),3.0,4.0,3,4.0,East,Relatively New,1950.0,,,0,0,1,0,0,0,165
sector 1a,flat,green campus chs,0.9,3935.0,2287.17,Super Built up area 2287(212.47 sq.m.),3.0,3.0,3+,6.0,North-East,Moderately Old,2287.0,,,0,0,1,0,0,0,5
sector 37d,flat,signature global the millennia,0.55,9166.0,600.04,Super Built up area 850(78.97 sq.m.)Built Up area: 610 sq.ft. (56.67 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,3,3.0,,New Property,850.0,610.0,600.0,0,0,0,0,0,0,71
sector 90,flat,shree vardhman flora,0.65,5000.0,1300.0,Super Built up area 1300(120.77 sq.m.),2.0,2.0,2,12.0,East,Old Property,1300.0,,,0,0,0,0,1,0,103
sector 12,house,independent,2.5,13888.0,1800.1,Plot area 1800(167.23 sq.m.),9.0,5.0,2.0,1.0,South-East,Old Property,,1800.0,,0,1,0,0,0,0,8
sector 28,house,project housing board colony,2.58,17695.0,1458.0,Carpet area: 1300 (120.77 sq.m.),4.0,2.0,2.0,2.0,,Undefined,,,1300.0,0,0,0,0,0,0,0
sector 33,flat,shree balaji appartment,0.4,5000.0,800.0,Super Built up area 800(74.32 sq.m.),2.0,2.0,2,1.0,,Relatively New,800.0,,,0,0,0,0,0,1,0
sector 4,flat,shri ram apartments,0.46,5111.0,900.02,Carpet area: 900 (83.61 sq.m.),2.0,2.0,1,1.0,East,Relatively New,,,900.0,0,0,0,0,0,2,69
sector 65,flat,emaar mgf emerald floors premier,2.36,14303.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,2.0,North-East,Relatively New,1650.0,,1400.0,0,0,1,0,1,2,136
sector 69,flat,tulip violet,1.66,10134.0,1638.05,Super Built up area 1638(152.18 sq.m.),3.0,3.0,2,0.0,South-West,Relatively New,1638.0,,,0,0,0,0,0,0,157
sector 92,flat,sare crescent parc royal greens phase 1,0.75,4325.0,1734.1,Built Up area: 1734 (161.09 sq.m.),4.0,4.0,3+,3.0,East,Relatively New,,1734.0,,0,0,0,0,0,0,93
sector 103,flat,satya the hermitage,1.12,5625.0,1991.11,Super Built up area 1991(184.97 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,4.0,3+,9.0,,New Property,1991.0,,1500.0,0,0,1,0,0,0,49
sector 83,flat,vatika lifestyle homes,1.04,5699.0,1824.88,Super Built up area 1755(163.04 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,2.0,2,2.0,South-West,Moderately Old,1755.0,1500.0,1100.0,0,0,0,0,0,0,95
sohna road,flat,hcbs sports ville,0.38,5067.0,749.95,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,2,9.0,East,Undefined,,750.0,650.0,0,0,0,0,0,0,0
sector 51,flat,orchid island,0.71,7891.0,899.76,Carpet area: 906 (84.17 sq.m.),2.0,2.0,1,4.0,,Relatively New,,,906.0,0,0,0,0,0,0,23
sector 86,flat,ansal heights 86,0.87,5367.0,1621.02,Super Built up area 1360(126.35 sq.m.),2.0,2.0,1,12.0,North-East,New Property,1360.0,,,1,0,0,0,0,2,45
sector 54,flat,suncity heights,3.25,14118.0,2302.03,Carpet area: 2302 (213.86 sq.m.),3.0,3.0,3+,0.0,East,Old Property,,,2302.0,0,1,0,0,0,2,120
sector 77,flat,umang winter hills,0.71,5305.0,1338.36,Super Built up area 1342(124.68 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),2.0,2.0,2,6.0,North-West,Relatively New,1342.0,,810.0,0,0,0,0,1,0,108
sector 66,house,emaar mgf marbella,18.0,55556.0,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,3+,3.0,East,Moderately Old,,3240.0,,0,1,1,0,1,1,75
sector 49,flat,orchid petals,4.79,11628.0,4119.37,Super Built up area 4115(382.3 sq.m.),5.0,5.0,3+,14.0,South,Relatively New,4115.0,,,0,1,1,0,1,0,49
sector 37c,flat,corona optus,1.26,7250.0,1737.93,Super Built up area 1735(161.19 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),3.0,3.0,3,4.0,North-East,New Property,1735.0,1400.0,965.0,0,0,0,0,0,0,28
sector 14,house,independent,3.4,15111.0,2250.0,Plot area 250(209.03 sq.m.),3.0,3.0,3.0,1.0,North-West,Old Property,,2250.0,,0,0,0,0,0,0,32
sector 88a,flat,godrej icon,1.65,9041.0,1825.02,Super Built up area 1825(169.55 sq.m.),3.0,3.0,3,12.0,,New Property,1825.0,,,0,0,0,0,0,0,60
sohna road,flat,ashiana anmol,0.9,7059.0,1274.97,Built Up area: 1275 (118.45 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),2.0,2.0,2,8.0,,Undefined,,1275.0,1039.0,0,0,0,0,0,0,0
sector 92,flat,sare crescent parc,0.9,4260.0,2112.68,Super Built up area 1995(185.34 sq.m.),4.0,5.0,3+,3.0,,Relatively New,1995.0,,,0,0,1,0,0,0,0
sector 78,flat,umang monsoon breeze,1.1,5055.0,2176.06,Built Up area: 2176 (202.16 sq.m.),3.0,3.0,3+,9.0,,Old Property,,2176.0,,0,0,1,0,0,0,80
sector 48,house,vipul world,3.35,5583.0,6000.4,Built Up area: 6000 (557.42 sq.m.),6.0,5.0,3+,3.0,South,Undefined,,6000.0,,0,0,0,0,0,0,53
sector 76,flat,whiteland blissville,1.92,11500.0,1669.57,Built Up area: 1672 (155.33 sq.m.)Carpet area: 940 sq.ft. (87.33 sq.m.),3.0,3.0,2,2.0,,Undefined,,1672.0,940.0,0,0,0,0,0,0,61
sector 92,flat,sare green parc phase 3,1.1,6875.0,1600.0,Carpet area: 1600 (148.64 sq.m.),4.0,3.0,2,12.0,North,New Property,,,1600.0,0,0,0,0,0,0,15
sector 84,flat,pivotal devaan,0.36,7588.0,474.43,Super Built up area 583(54.16 sq.m.)Carpet area: 481 sq.ft. (44.69 sq.m.),2.0,2.0,1,9.0,West,Relatively New,583.0,,481.0,0,0,0,1,0,1,80
sector 37d,house,signature global city,1.27,8089.0,1570.0,Plot area 1570(145.86 sq.m.),3.0,3.0,3.0,4.0,East,Under Construction,,1570.0,,0,1,0,0,0,0,89
sector 85,flat,ss,2.1,7467.0,2812.37,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3,2.0,North-West,Relatively New,2812.0,2600.0,2400.0,0,0,0,0,0,0,49
sector 85,flat,ss the leaf,1.07,6524.0,1640.1,Super Built up area 1640(152.36 sq.m.),2.0,2.0,3,21.0,South,Relatively New,1640.0,,,0,1,0,0,0,0,67
sector 60,flat,ireo skyon,2.82,12818.0,2200.03,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,3.0,3,2.0,South-East,Relatively New,2403.0,2400.0,2200.0,0,0,1,0,0,2,174
sector 70a,house,bptp astaire gardens,1.18,8137.0,1450.2,Carpet area: 1450 (134.71 sq.m.),3.0,3.0,3+,2.0,North-East,Relatively New,,,1450.0,1,0,0,0,0,2,153
sector 110,flat,indiabulls enigma,3.3,9850.0,3350.25,Super Built up area 3350(311.23 sq.m.),4.0,5.0,3,7.0,East,Relatively New,3350.0,,,0,0,1,0,0,0,101
sector 54,flat,new sathi apartments,1.59,7066.0,2250.21,Built Up area: 2250 (209.03 sq.m.),3.0,3.0,3+,3.0,North,Moderately Old,,2250.0,,0,0,0,0,1,2,127
sector 3,house,independent,1.0,6667.0,1499.9,Built Up area: 1500 (139.35 sq.m.),1.0,1.0,0,1.0,,Undefined,,1500.0,,0,0,0,0,0,0,0
sector 22,flat,ambience creacions,4.8,19200.0,2500.0,Carpet area: 2500 (232.26 sq.m.),4.0,6.0,3+,10.0,North-East,New Property,,,2500.0,0,1,1,0,0,1,49
sector 33,flat,eldeco accolade,1.2,8043.0,1491.98,Built Up area: 1492 (138.61 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2.0,2,0.0,,Undefined,,1492.0,849.0,0,0,0,0,0,0,56
sector 79,flat,supertech araville,1.45,7455.0,1945.0,Carpet area: 1945 (180.7 sq.m.),3.0,3.0,3,3.0,North,Relatively New,,,1945.0,0,0,0,0,0,0,0
golf course,flat,ansals api esencia,2.4,8000.0,3000.0,Built Up area: 2500 (232.26 sq.m.)Carpet area: 2198 sq.ft. (204.2 sq.m.),4.0,4.0,3+,1.0,East,New Property,,2500.0,2198.0,0,0,0,0,0,2,91
sushant lok,house,independent,1.64,10123.0,1620.1,Plot area 180(150.5 sq.m.),3.0,3.0,2.0,4.0,South,New Property,,1620.0,,0,0,1,0,1,2,54
sector 67a,flat,ireo the corridors,1.3,10031.0,1295.98,Built Up area: 1296 (120.4 sq.m.),2.0,2.0,2,-1.0,,Undefined,,1296.0,,0,0,0,0,0,0,55
sector 113,flat,tata gurgaon gateway,3.21,11825.0,2714.59,Super Built up area 2520(234.12 sq.m.),3.0,3.0,3,9.0,,New Property,2520.0,,,0,0,0,0,0,0,49
sector 81,flat,dlf the ultima,2.3,14603.0,1575.02,Super Built up area 2100(195.1 sq.m.)Carpet area: 1575 sq.ft. (146.32 sq.m.),3.0,4.0,3+,27.0,East,Relatively New,2100.0,,1575.0,0,0,1,0,0,2,119
sector 56,house,independent,11.5,42032.0,2736.0,Plot area 304(254.18 sq.m.),12.0,13.0,3+,4.0,West,Relatively New,,2736.0,,0,1,1,0,1,2,49
sector 107,flat,m3m woodshire,1.7,6141.0,2768.28,Super Built up area 2768(257.16 sq.m.),4.0,5.0,3+,9.0,South,Relatively New,2768.0,,,0,0,1,0,0,0,79
sector 56,flat,kanchanjanga tower,1.45,7631.0,1900.14,Super Built up area 1900(176.52 sq.m.),3.0,3.0,3+,2.0,North,Moderately Old,1900.0,,,0,0,0,0,0,2,126
sector 84,flat,ss the coralwood,1.1,5820.0,1890.03,Super Built up area 1890(175.59 sq.m.),3.0,3.0,3+,12.0,East,Moderately Old,1890.0,,,0,0,0,0,0,2,104
sector 36a,flat,krisumi waterfall residences,2.3,15551.0,1479.0,Built Up area: 1479 (137.4 sq.m.),2.0,2.0,2,23.0,,Undefined,,1479.0,,0,0,0,0,0,0,58
sector 99a,flat,pareena coban residences,1.3,6510.0,1996.93,Built Up area: 1997 (185.53 sq.m.),3.0,3.0,0,16.0,,Undefined,,1997.0,,0,0,0,0,0,0,0
sector 61,flat,pioneer park,3.6,12627.0,2851.03,Super Built up area 2851(264.87 sq.m.),4.0,4.0,3,3.0,North,Moderately Old,2851.0,,,0,0,1,0,0,2,121
sector 48,flat,bestech park view city,2.65,10323.0,2567.08,Super Built up area 2567(238.48 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4.0,4.0,3+,11.0,North-East,Moderately Old,2567.0,,1750.0,0,0,1,0,1,2,174
sector 102,flat,emaar gurgaon greens,1.42,8606.0,1650.01,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,7.0,East,Relatively New,1650.0,,1022.0,0,0,1,0,0,0,128
sector 2,house,ansals palam vihar,2.75,17662.0,1557.0,Plot area 173(144.65 sq.m.),3.0,3.0,3.0,2.0,,Moderately Old,,1557.0,,0,1,0,0,1,2,15
sector 37d,flat,signature global city,1.1,8800.0,1250.0,Carpet area: 1250 (116.13 sq.m.),3.0,3.0,3,1.0,,Under Construction,,,1250.0,0,0,0,0,0,0,16
sector 85,flat,ss the leaf,1.98,8256.0,2398.26,Super Built up area 2408(223.71 sq.m.)Built Up area: 2399 sq.ft. (222.87 sq.m.)Carpet area: 2398 sq.ft. (222.78 sq.m.),3.0,4.0,3,12.0,West,Relatively New,2408.0,2399.0,2398.0,0,0,0,1,0,0,174
sector 99a,flat,pareena coban residences,1.02,8793.0,1160.01,Super Built up area 1550(144 sq.m.)Built Up area: 1430 sq.ft. (132.85 sq.m.)Carpet area: 1160 sq.ft. (107.77 sq.m.),2.0,2.0,3,3.0,North,Relatively New,1550.0,1430.0,1160.0,0,0,0,0,1,0,174
sohna road,flat,hcbs sports ville,0.2,2666.0,750.19,Super Built up area 750(69.68 sq.m.)Built Up area: 743 sq.ft. (69.03 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,1,4.0,,New Property,750.0,743.0,600.0,0,0,0,0,0,0,15
sector 104,flat,puri emerald bay,2.6,15160.0,1715.04,Super Built up area 2450(227.61 sq.m.)Carpet area: 1715 sq.ft. (159.33 sq.m.),3.0,4.0,3+,5.0,,Relatively New,2450.0,,1715.0,0,0,1,0,1,0,81
sector 109,flat,chintels paradiso,2.0,7604.0,2630.19,Super Built up area 2630(244.33 sq.m.),4.0,4.0,2,11.0,,Relatively New,2630.0,,,0,1,1,0,0,0,64
sector 67,house,independent,1.5,8642.0,1735.7,Carpet area: 180 (150.5 sq.m.),5.0,3.0,2.0,2.0,,New Property,,,180.0,0,0,0,0,0,0,0
sector 104,flat,ats triumph,1.75,7641.0,2290.28,Super Built up area 2290(212.75 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,4.0,3+,12.0,North-West,Relatively New,2290.0,,1800.0,1,1,1,0,1,2,21
sector 46,house,independent,6.81,36911.0,1845.0,Plot area 205(171.41 sq.m.),12.0,14.0,3+,,East,New Property,,1845.0,,1,0,1,0,0,2,40
sector 65,flat,m3m heights,1.95,16000.0,1218.75,Super Built up area 1261(117.15 sq.m.),2.0,2.0,3,16.0,,Under Construction,1261.0,,,0,0,0,0,0,0,44
sector 104,flat,godrej summit,1.35,5014.0,2692.46,Carpet area: 2692 (250.09 sq.m.),4.0,5.0,3+,0.0,South-East,Relatively New,,,2692.0,0,1,1,1,1,0,88
sector 106,flat,paras dews,0.87,9255.0,940.03,Super Built up area 1385(128.67 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 940 sq.ft. (87.33 sq.m.),2.0,2.0,3+,1.0,North-East,New Property,1385.0,1120.0,940.0,0,0,0,0,0,0,174
sector 36,flat,the serenas,0.42,7910.0,530.97,Carpet area: 531 (49.33 sq.m.),2.0,2.0,1,3.0,,Undefined,,,531.0,0,0,0,0,0,0,0
dlf phase,house,nul,9.5,33404.0,2844.0,Plot area 316(264.22 sq.m.),9.0,9.0,3+,3.0,North-West,Old Property,,2844.0,,1,0,0,0,0,0,81
sector 31,house,independent,4.25,26235.0,1620.0,Plot area 204(170.57 sq.m.)Built Up area: 200 sq.yards (167.23 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),5.0,5.0,3+,3.0,North-East,Moderately Old,,200.0,180.0,0,1,0,1,0,2,56
sector 2,flat,bestech park view residency,0.56,8632.0,648.75,Carpet area: 651 (60.48 sq.m.),1.0,1.0,2,6.0,South,Moderately Old,,,651.0,0,0,0,0,0,0,77
sector 86,flat,ansal heights 86,0.78,5735.0,1360.07,Super Built up area 1360(126.35 sq.m.),2.0,2.0,1,8.0,East,New Property,1360.0,,,0,0,0,0,0,0,67
mehrauli gurgaon,flat,essel towers,2.2,12500.0,1760.0,Carpet area: 1760 (163.51 sq.m.),3.0,4.0,3+,3.0,North-West,Undefined,,,1760.0,0,0,0,0,0,0,0
sector 12,house,independent,1.35,12222.0,1104.6,Plot area 150(125.42 sq.m.)Built Up area: 2052 sq.yards (1715.73 sq.m.),5.0,5.0,1.0,3.0,,Old Property,,2052.0,,0,0,0,0,0,0,31
sector 39,house,independent,5.15,14072.0,3659.7,Built Up area: 340,5.0,5.0,0,1.0,,Relatively New,,340.0,,0,0,0,0,0,0,0
sector 1,flat,hsiidc sidco shivalik apartments,0.6,4000.0,1500.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1077 sq.ft. (100.06 sq.m.),3.0,2.0,2,5.0,South-East,Moderately Old,1500.0,,1077.0,0,0,0,0,0,0,80
sector 83,flat,vatika gurgaon,1.4,6628.0,2112.25,Super Built up area 1735(161.19 sq.m.),3.0,3.0,2,7.0,,Relatively New,1735.0,,,0,0,0,0,0,2,74
sector 22,flat,ambience creacions,4.63,14983.0,3090.17,Super Built up area 3090(287.07 sq.m.),3.0,5.0,3+,5.0,North-East,New Property,3090.0,,,1,0,1,0,0,0,120
sector 110,flat,mahindra aura,1.8,8814.0,2042.21,Super Built up area 2042(189.71 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,3.0,3+,7.0,South-East,Relatively New,2042.0,1850.0,1650.0,0,0,1,0,0,2,136
sector 67,flat,m3m merlin,3.32,14079.0,2358.12,Super Built up area 2358(219.07 sq.m.)Carpet area: 1709 sq.ft. (158.77 sq.m.),3.0,4.0,3,8.0,North-West,New Property,2358.0,,1709.0,0,0,1,0,0,2,174
sector 113,flat,la vida by tata housing,2.7,16363.0,1650.06,Built Up area: 2217 (205.97 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,4.0,3+,4.0,North-West,Relatively New,,2217.0,1650.0,0,0,1,0,0,2,49
sector 113,flat,la vida by tata housing,2.35,13352.0,1760.04,Super Built up area 2217(205.97 sq.m.)Built Up area: 1930 sq.ft. (179.3 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3.0,4.0,3,3.0,West,Relatively New,2217.0,1930.0,1760.0,0,0,1,0,0,0,174
sector 37d,flat,bptp terra,1.98,9036.0,2191.24,Super Built up area 2191(203.55 sq.m.),3.0,3.0,3+,12.0,North-East,New Property,2191.0,,,0,0,0,0,1,2,49
sector 70a,flat,bptp pedestal,1.9,9500.0,2000.0,Carpet area: 1900 (176.52 sq.m.),4.0,3.0,3,2.0,East,New Property,,,1900.0,0,0,0,1,0,0,133
sector 89,flat,tulip petals,1.55,10000.0,1550.0,Super Built up area 1550(144 sq.m.),3.0,2.0,3,6.0,East,Moderately Old,1550.0,,,0,0,0,1,0,2,111
sector 107,flat,signature global solera 2,0.5,8928.0,560.04,Carpet area: 560 (52.03 sq.m.),2.0,2.0,2,13.0,,New Property,,,560.0,0,0,0,0,0,0,8
sector 33,flat,godrej nature plus,1.9,9849.0,1929.13,Carpet area: 1929 (179.21 sq.m.),3.0,3.0,3+,14.0,,New Property,,,1929.0,0,0,1,0,0,0,96
sector 36a,flat,avl 36 gurgaon,0.75,7500.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 727 sq.ft. (67.54 sq.m.),2.0,2.0,2,5.0,North-East,Relatively New,1000.0,,727.0,0,0,0,0,0,0,26
dlf phase,house,independent,8.9,32963.0,2700.0,Plot area 300(250.84 sq.m.),4.0,4.0,3+,2.0,South-East,Old Property,,2700.0,,0,1,1,1,1,0,82
sector 99a,flat,pareena coban residences,1.32,6609.0,1997.28,Super Built up area 1997(185.53 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,5.0,3,11.0,North-East,New Property,1997.0,,1500.0,0,0,1,0,0,0,88
sector 54,house,independent,5.5,38194.0,1440.0,Plot area 160(133.78 sq.m.),18.0,18.0,3+,4.0,South-West,Relatively New,,1440.0,,0,0,1,0,0,1,70
sector 102,flat,bptp amstoria,1.9,8444.0,2250.12,Super Built up area 2727(253.35 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3.0,3.0,3+,1.0,North-East,Relatively New,2727.0,2500.0,2250.0,0,0,1,0,0,0,174
sector 69,flat,tulip violet,1.68,8348.0,2012.46,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,1.0,South-West,Relatively New,2010.0,,,0,1,0,0,0,0,102
sector 102,flat,rof aalayas,0.45,6000.0,750.0,Built Up area: 750 (69.68 sq.m.),1.0,1.0,2,6.0,,Undefined,,750.0,,0,0,0,0,0,0,0
sohna road,flat,signature global park,0.91,6289.0,1446.97,Carpet area: 1439 (133.69 sq.m.),3.0,3.0,3,1.0,West,Relatively New,,,1439.0,0,1,0,0,0,0,165
sector 50,house,unitech deerwood chase,8.45,235376.0,359.0,Plot area 359(33.35 sq.m.),3.0,3.0,2.0,2.0,North-East,Old Property,,359.0,,0,0,1,0,1,2,102
sector 37c,flat,corona optus,1.4,7035.0,1990.05,Super Built up area 1990(184.88 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1790 sq.ft. (166.3 sq.m.),3.0,3.0,3+,4.0,South,Relatively New,1990.0,1890.0,1790.0,0,0,1,0,0,0,149
sector 109,flat,ats tourmaline,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.),3.0,3.0,3+,12.0,North-West,Relatively New,1750.0,,,1,0,0,0,0,0,65
sector 92,flat,raheja navodaya,0.62,4807.0,1289.79,Built Up area: 1498 (139.17 sq.m.)Carpet area: 1064 sq.ft. (98.85 sq.m.),2.0,2.0,2,5.0,,New Property,,1498.0,1064.0,0,0,0,0,0,0,0
